,essay_id,score,pred_score
0,16274,3,3
1,16275,4,4
2,16276,2,2
3,16277,4,4
4,16278,4,3
5,16279,3,3
6,16280,3,3
7,16281,2,2
8,16282,2,2
9,16283,3,1
10,16284,3,3
11,16285,2,2
12,16286,4,4
13,16287,3,3
14,16288,1,1
15,16289,1,0
16,16290,3,3
17,16291,2,1
18,16292,3,3
19,16293,3,2
20,16294,4,4
21,16295,4,4
22,16296,3,3
23,16297,3,3
24,16298,2,2
25,16299,3,3
26,16300,4,3
27,16301,3,3
28,16302,3,3
29,16303,4,4
30,16304,4,4
31,16305,3,3
32,16306,2,2
33,16307,3,3
34,16308,2,3
35,16309,2,2
36,16310,2,1
37,16311,1,1
38,16312,3,3
39,16313,1,1
40,16314,2,2
41,16315,1,1
42,16316,2,2
43,16317,3,3
44,16318,3,3
45,16319,2,3
46,16320,3,3
47,16321,3,4
48,16322,4,3
49,16323,3,3
50,16324,3,3
51,16325,2,2
52,16326,0,0
53,16327,3,3
54,16328,1,1
55,16329,3,3
56,16330,2,2
57,16331,2,2
58,16332,3,2
59,16333,4,4
60,16334,2,2
61,16335,3,2
62,16336,2,2
63,16337,2,2
64,16338,3,3
65,16339,3,3
66,16340,4,4
67,16341,3,3
68,16342,2,1
69,16343,2,1
70,16344,3,3
71,16345,2,3
72,16346,3,3
73,16347,0,0
74,16348,1,3
75,16349,2,2
76,16350,3,4
77,16351,3,4
78,16352,3,3
79,16353,1,1
80,16354,3,3
81,16355,3,3
82,16356,4,3
83,16357,3,3
84,16358,2,1
85,16359,2,2
86,16360,3,3
87,16361,3,3
88,16362,2,2
89,16363,3,3
90,16364,3,3
91,16365,0,0
92,16366,3,3
93,16367,1,1
94,16368,2,2
95,16369,3,3
96,16370,2,2
97,16371,4,4
98,16372,3,3
99,16373,2,3
100,16374,2,3
101,16375,3,3
102,16376,2,2
103,16377,3,2
104,16378,1,1
105,16379,2,1
106,16380,2,3
107,16381,3,3
108,16382,3,4
109,16383,2,1
110,16384,1,1
111,16385,3,4
112,16386,2,2
113,16387,3,3
114,16388,3,4
115,16389,2,3
116,16390,4,4
117,16391,4,4
118,16392,2,2
119,16393,4,4
120,16394,2,2
121,16395,3,4
122,16396,2,3
123,16397,4,3
124,16398,4,3
125,16399,3,4
126,16400,3,3
127,16401,2,1
128,16402,2,2
129,16403,3,3
130,16404,3,4
131,16405,4,4
132,16406,4,4
133,16407,3,3
134,16408,3,3
135,16409,2,3
136,16410,3,4
137,16411,4,4
138,16412,2,3
139,16413,2,3
140,16414,4,4
141,16415,4,4
142,16416,4,4
143,16417,3,3
144,16418,2,2
145,16419,4,3
146,16420,3,3
147,16421,3,3
148,16422,3,3
149,16423,1,1
150,16424,3,4
151,16425,3,3
152,16426,3,4
153,16427,3,3
154,16428,1,1
155,16429,3,3
156,16430,4,3
157,16431,2,1
158,16432,1,1
159,16433,3,3
160,16434,2,2
161,16435,2,2
162,16436,2,3
163,16437,4,4
164,16438,2,2
165,16439,2,1
166,16440,3,3
167,16441,2,2
168,16442,2,2
169,16443,3,4
170,16444,3,3
171,16445,3,4
172,16446,3,4
173,16447,4,3
174,16448,4,4
175,16449,2,1
176,16450,1,1
177,16451,3,2
178,16452,2,3
179,16453,2,3
180,16454,4,4
181,16455,3,3
182,16456,2,2
183,16457,4,4
184,16458,2,2
185,16459,3,3
186,16460,3,3
187,16461,3,4
188,16462,3,3
189,16463,3,2
190,16464,2,3
191,16465,3,4
192,16466,3,2
193,16467,2,3
194,16468,1,1
195,16469,3,3
196,16470,4,4
197,16471,3,3
198,16472,0,1
199,16473,3,3
200,16474,1,2
201,16475,3,3
202,16476,2,2
203,16477,3,3
204,16478,3,3
205,16479,3,2
206,16480,1,2
207,16481,2,2
208,16482,3,3
209,16483,4,4
210,16484,3,4
211,16485,2,3
212,16486,2,2
213,16487,3,3
214,16488,4,4
215,16489,3,2
216,16490,4,3
217,16491,3,3
218,16492,3,3
219,16493,3,3
220,16494,3,3
221,16495,4,4
222,16496,3,4
