,essay_id,score,pred_score
0,844,1,1
1,845,4,4
2,846,2,4
3,847,3,4
4,848,4,4
5,849,3,2
6,850,1,1
7,851,2,1
8,852,1,1
9,853,3,4
10,854,0,1
11,855,2,1
12,856,2,1
13,857,2,1
14,858,1,1
15,859,0,0
16,860,1,1
17,861,2,1
18,862,2,1
19,863,0,0
20,864,1,1
21,865,2,3
22,866,1,1
23,867,4,4
24,868,0,1
25,869,4,4
26,870,1,1
27,871,0,0
28,872,2,3
29,873,2,3
30,874,2,1
31,875,3,4
32,876,4,4
33,877,2,3
34,878,2,3
35,879,0,1
36,880,2,3
37,881,4,4
38,882,1,2
39,883,2,2
40,884,1,1
41,885,2,4
42,886,4,2
43,887,1,2
44,888,4,4
45,889,2,3
46,890,2,1
47,891,3,3
48,892,0,1
49,893,1,1
50,894,1,1
51,895,2,1
52,896,1,1
53,897,2,2
54,898,3,4
55,899,1,1
56,900,2,2
57,901,2,1
58,902,1,1
59,903,2,1
