,essay_id,score,pred_score
0,10284,3,3
1,10285,0,0
2,10286,2,2
3,10287,1,1
4,10288,0,3
5,10289,0,0
6,10290,2,1
7,10291,2,2
8,10292,1,2
9,10293,3,3
10,10294,1,2
11,10295,1,1
12,10296,1,1
13,10297,0,0
14,10298,3,3
15,10299,1,0
16,10300,1,0
17,10301,0,0
18,10302,2,2
19,10303,2,2
20,10304,1,1
21,10305,3,3
22,10306,1,0
23,10307,2,2
24,10308,3,3
25,10309,1,1
26,10310,1,1
27,10311,0,0
28,10312,0,0
29,10313,0,1
30,10314,1,2
31,10315,1,1
32,10316,1,1
33,10317,1,1
34,10318,2,2
35,10319,2,3
36,10320,3,3
37,10321,3,2
38,10322,0,1
39,10323,3,3
40,10324,2,3
41,10325,2,2
42,10326,1,0
43,10327,3,3
44,10328,0,1
45,10329,0,1
46,10330,1,1
47,10331,0,0
48,10332,2,2
49,10333,1,1
50,10334,1,2
51,10335,2,2
52,10336,2,2
53,10337,1,2
54,10338,3,3
55,10339,1,0
56,10340,1,1
57,10341,1,1
58,10342,1,0
59,10343,1,1
60,10344,2,2
61,10345,1,1
62,10346,1,2
63,10347,0,0
64,10348,0,1
65,10349,1,1
66,10350,3,3
67,10351,2,3
68,10352,1,1
69,10353,0,1
70,10354,2,2
71,10355,0,0
72,10356,2,2
73,10357,0,0
74,10358,1,1
75,10359,0,0
76,10360,0,0
77,10361,3,3
78,10362,1,1
79,10363,1,1
80,10364,1,2
81,10365,0,0
82,10366,2,2
83,10367,2,2
84,10368,3,1
85,10369,0,1
86,10370,1,2
87,10371,1,2
88,10372,3,3
89,10373,1,0
90,10374,0,1
91,10375,2,3
92,10376,0,0
93,10377,2,2
94,10378,1,1
95,10379,3,3
96,10380,0,0
97,10381,2,1
98,10382,2,2
99,10383,1,2
100,10384,0,1
101,10385,0,0
102,10386,3,3
103,10387,2,2
104,10388,1,1
105,10389,2,2
106,10390,1,1
107,10391,1,0
108,10392,3,3
109,10393,1,0
110,10394,0,0
111,10395,3,3
112,10396,2,2
113,10397,3,3
114,10398,0,0
115,10399,2,2
116,10400,0,0
117,10401,1,1
118,10402,1,1
119,10403,1,1
120,10404,2,3
121,10405,0,0
122,10406,1,2
123,10407,3,3
124,10408,1,0
125,10409,3,3
126,10410,2,1
127,10411,3,3
128,10412,2,2
129,10413,0,0
130,10414,1,0
131,10415,0,0
132,10416,2,2
133,10417,2,2
134,10418,2,2
135,10420,2,2
136,10421,1,1
137,10422,3,3
138,10423,1,2
139,10424,2,3
140,10425,2,2
141,10426,1,1
142,10427,2,2
143,10428,2,2
144,10429,3,3
145,10430,2,2
146,10431,1,1
147,10432,1,1
148,10433,0,0
149,10434,2,2
150,10435,1,1
151,10436,3,3
152,10437,0,0
153,10438,0,0
154,10439,1,1
155,10440,1,1
156,10441,2,2
157,10442,1,1
158,10443,1,1
159,10444,2,2
160,10445,0,1
161,10446,2,2
162,10447,2,2
163,10448,1,1
164,10449,1,2
165,10450,3,3
166,10451,2,2
167,10452,2,2
168,10453,2,2
169,10454,0,0
170,10455,2,2
171,10456,0,1
172,10457,1,1
173,10458,1,1
174,10459,0,0
175,10460,0,0
176,10461,2,2
177,10462,1,1
178,10463,1,1
179,10464,1,1
180,10465,2,2
181,10466,2,2
182,10467,3,3
183,10468,1,1
184,10469,1,0
185,10470,1,1
186,10471,1,2
187,10472,0,0
188,10473,3,3
189,10474,3,2
190,10475,3,3
191,10476,1,1
192,10477,3,3
193,10478,0,1
194,10479,3,3
195,10480,0,0
196,10481,1,0
197,10482,0,0
198,10483,2,2
199,10484,2,2
200,10485,2,2
201,10486,0,0
202,10487,3,3
203,10488,1,1
204,10489,0,0
205,10490,0,0
206,10491,2,1
207,10492,1,0
208,10493,2,2
209,10494,2,1
210,10495,1,1
211,10496,1,1
212,10497,3,3
213,10498,2,2
214,10499,1,0
215,10500,0,0
216,10501,1,1
217,10502,1,0
218,10503,2,2
219,10504,3,2
220,10505,2,2
221,10506,0,0
222,10507,2,2
223,10508,3,3
224,10509,1,1
225,10510,2,2
226,10511,1,0
227,10512,1,2
228,10513,1,2
229,10514,0,0
230,10515,2,2
231,10517,2,2
232,10518,3,3
233,10519,3,3
234,10520,2,1
235,10521,2,2
236,10522,3,3
237,10523,2,2
238,10524,2,2
239,10525,2,1
240,10526,2,0
241,10527,0,1
242,10528,2,2
243,10529,2,2
244,10530,2,2
245,10531,0,0
246,10532,2,2
247,10533,0,0
248,10534,3,3
249,10537,1,0
250,10538,0,0
251,10539,3,2
252,10540,2,2
253,10541,1,1
254,10542,2,2
255,10543,1,1
256,10544,0,0
257,10545,3,3
258,10546,1,2
259,10547,3,2
260,10548,2,3
261,10549,1,0
262,10550,1,1
263,10551,2,1
264,10552,1,0
265,10553,2,2
266,10554,2,2
267,10555,2,2
268,10556,1,2
269,10557,2,1
270,10558,2,2
271,10559,3,3
272,10560,1,0
273,10561,1,0
274,10562,0,0
275,10563,1,2
276,10564,3,3
277,10565,1,0
278,10566,1,0
279,10567,0,0
280,10568,2,2
281,10569,0,0
282,10570,2,3
283,10571,1,0
284,10572,2,2
285,10573,2,1
286,10574,0,2
287,10575,2,2
288,10576,2,2
289,10577,1,1
290,10578,3,3
291,10579,1,1
292,10580,3,3
293,10581,1,1
294,10582,0,1
295,10584,1,1
296,10585,0,0
297,10586,1,2
298,10587,0,0
299,10588,2,2
300,10589,3,3
301,10590,1,1
302,10591,1,2
303,10592,3,3
304,10593,0,0
305,10594,1,2
306,10595,3,3
307,10596,1,1
308,10597,1,1
309,10598,1,0
310,10599,3,3
311,10600,0,0
312,10601,1,1
313,10602,2,3
314,10603,2,2
315,10604,3,3
316,10605,1,0
317,10606,0,0
318,10607,1,2
319,10608,0,0
320,10609,3,3
321,10610,2,2
322,10611,1,1
323,10612,3,3
324,10613,2,2
325,10614,3,3
326,10615,2,2
327,10616,2,2
328,10617,0,0
329,10618,1,1
330,10619,2,2
331,10620,2,3
332,10621,0,0
333,10622,1,0
334,10623,1,2
335,10624,1,0
336,10625,1,2
337,10626,2,2
338,10627,1,1
339,10628,2,2
340,10629,0,0
341,10630,2,2
342,10631,2,2
343,10632,1,0
344,10633,1,1
345,10634,2,2
346,10635,2,2
347,10636,1,1
348,10637,1,0
349,10638,0,0
350,10639,2,2
351,10640,1,1
352,10641,0,0
353,10642,2,1
