,essay_id,score,pred_score
0,4418,3,3
1,4419,5,5
2,4420,5,5
3,4421,4,4
4,4422,4,4
5,4423,2,3
6,4424,2,2
7,4425,4,4
8,4426,3,4
9,4427,3,4
10,4428,4,4
11,4429,4,4
12,4430,4,4
13,4431,3,3
14,4432,3,3
15,4433,4,4
16,4434,3,4
17,4435,4,4
18,4436,4,4
19,4437,3,3
20,4438,3,3
21,4439,4,4
22,4440,4,4
23,4441,3,4
24,4442,4,4
25,4443,4,3
26,4444,3,3
27,4445,3,4
28,4446,3,3
29,4447,3,4
30,4448,4,4
31,4449,4,4
32,4450,3,2
33,4451,4,4
34,4452,3,3
35,4453,4,4
36,4454,1,2
37,4455,4,4
38,4456,3,4
39,4457,3,3
40,4458,4,4
41,4459,5,4
42,4460,4,4
43,4461,4,3
44,4462,4,5
45,4463,4,4
46,4464,2,2
47,4465,4,4
48,4466,2,2
49,4467,3,3
50,4468,3,3
51,4469,4,4
52,4470,3,3
53,4471,4,4
54,4472,3,3
55,4473,4,3
56,4474,4,4
57,4475,2,2
58,4476,3,3
59,4477,3,3
60,4478,4,4
61,4479,4,4
62,4480,4,4
63,4481,3,4
64,4482,3,2
65,4483,3,3
66,4484,4,3
67,4485,3,4
68,4486,4,3
69,4487,3,4
70,4488,3,3
71,4489,4,3
72,4490,3,3
73,4491,4,4
74,4492,3,3
75,4493,4,4
76,4494,4,3
77,4495,4,4
78,4496,4,4
79,4497,4,4
80,4498,4,4
81,4499,4,4
82,4500,2,2
83,4501,4,4
84,4502,3,3
85,4503,4,4
86,4504,3,4
87,4505,3,3
88,4506,3,3
89,4507,2,2
90,4508,4,4
91,4509,3,2
92,4510,4,3
93,4511,5,4
94,4512,4,3
95,4513,4,4
96,4514,4,4
97,4515,3,3
98,4516,3,3
99,4517,3,3
100,4518,3,3
101,4519,3,4
102,4520,4,4
103,4521,4,3
104,4522,3,3
105,4523,4,4
106,4524,3,3
107,4525,3,3
108,4526,3,3
109,4527,4,4
110,4528,4,4
111,4529,3,3
112,4530,3,3
113,4531,4,3
114,4532,4,4
115,4533,3,3
116,4534,4,4
117,4535,2,3
118,4536,3,4
119,4537,4,4
120,4538,4,4
121,4539,4,3
122,4540,5,4
123,4541,5,5
124,4542,4,4
125,4543,4,4
126,4544,3,3
127,4545,4,4
128,4546,5,4
129,4547,2,2
130,4548,2,3
131,4549,3,4
132,4550,3,3
133,4551,3,3
134,4552,3,3
135,4553,4,4
136,4554,4,3
137,4555,3,2
138,4556,4,3
139,4557,4,4
140,4558,4,4
141,4559,4,4
142,4560,2,2
143,4561,3,3
144,4562,5,4
145,4563,3,3
146,4564,3,4
147,4565,3,4
148,4566,3,4
149,4567,5,4
150,4568,4,4
151,4569,3,4
152,4570,2,3
153,4571,3,4
154,4572,1,2
155,4573,3,3
156,4574,4,4
157,4575,4,4
158,4576,4,5
159,4577,5,5
160,4578,4,3
161,4579,4,4
162,4580,2,2
163,4581,4,4
164,4582,3,2
165,4583,3,3
166,4584,4,4
167,4585,3,4
168,4586,4,4
169,4587,2,3
170,4588,4,5
171,4589,4,3
172,4590,2,2
173,4591,3,4
174,4592,4,3
175,4593,3,3
176,4594,3,4
177,4595,3,3
178,4596,3,3
179,4597,3,3
180,4598,4,3
181,4599,3,3
182,4600,4,4
183,4601,3,4
184,4602,4,4
185,4603,3,3
186,4604,4,4
187,4605,3,3
188,4606,3,3
189,4607,3,3
190,4608,3,3
191,4609,4,4
192,4610,2,2
193,4611,3,4
194,4612,5,4
195,4613,3,4
196,4614,3,3
197,4615,3,4
198,4616,4,4
199,4617,4,4
200,4618,3,3
201,4619,3,3
202,4620,4,4
203,4621,4,4
204,4622,2,2
205,4623,4,3
206,4624,4,5
207,4625,3,3
208,4626,4,4
209,4627,3,3
210,4628,3,2
211,4629,4,4
212,4630,3,4
213,4631,3,4
214,4632,6,4
215,4633,3,3
216,4634,4,5
217,4635,3,3
218,4636,3,3
219,4637,3,3
220,4638,2,3
221,4639,4,4
222,4640,4,3
223,4641,3,2
224,4642,3,3
225,4643,3,3
226,4644,2,3
227,4645,4,3
228,4646,2,2
229,4647,4,4
230,4648,4,4
231,4649,4,4
232,4650,3,3
233,4651,3,3
234,4652,4,4
235,4653,3,3
236,4654,3,2
237,4655,4,3
238,4656,4,4
239,4657,1,2
240,4658,3,2
241,4659,3,4
242,4660,3,3
243,4661,4,4
244,4662,3,3
245,4663,4,4
246,4664,3,3
247,4665,2,2
248,4666,3,4
249,4667,4,4
250,4668,3,3
251,4669,4,4
252,4670,3,3
253,4671,4,4
254,4672,3,2
255,4673,2,2
256,4674,4,4
257,4675,2,3
258,4676,3,3
259,4677,4,4
260,4678,3,3
261,4679,4,4
262,4680,4,3
263,4681,3,3
264,4682,3,4
265,4683,2,2
266,4684,4,4
267,4685,4,5
268,4686,4,4
269,4687,4,4
270,4688,4,4
271,4689,4,4
272,4690,3,3
273,4691,3,3
274,4692,4,4
275,4693,3,3
276,4694,4,3
277,4695,4,5
278,4696,3,3
279,4697,4,4
280,4698,5,4
281,4699,3,3
282,4700,4,4
283,4701,3,3
284,4702,3,4
285,4703,4,3
286,4704,4,4
287,4705,4,4
288,4706,3,3
289,4707,3,4
290,4708,5,4
291,4709,3,3
292,4710,3,3
293,4711,4,4
294,4712,3,3
295,4713,3,3
296,4714,3,3
297,4715,4,4
298,4716,2,2
299,4717,2,2
300,4718,4,4
301,4719,5,5
302,4720,4,4
303,4721,4,4
304,4722,2,3
305,4723,4,4
306,4724,3,3
307,4725,4,4
308,4726,4,4
309,4727,3,3
310,4728,4,3
311,4729,4,4
312,4730,3,3
313,4731,2,2
314,4732,4,4
315,4733,4,4
316,4734,3,4
317,4735,2,2
318,4736,3,3
319,4737,3,2
320,4738,3,3
321,4739,3,3
322,4740,4,4
323,4741,3,3
324,4742,4,3
325,4743,4,4
326,4744,2,2
327,4745,3,4
328,4746,4,3
329,4747,5,4
330,4748,2,3
331,4749,3,3
332,4750,2,2
333,4751,4,4
334,4752,4,4
335,4753,4,4
336,4754,5,5
337,4755,4,4
338,4756,4,4
339,4757,4,3
340,4758,4,4
341,4759,3,3
342,4760,3,4
343,4761,3,3
344,4762,4,4
345,4763,3,3
346,4764,4,4
347,4765,4,4
348,4766,5,4
349,4767,3,3
350,4768,3,4
351,4769,3,4
352,4770,5,4
353,4771,4,3
354,4772,3,3
355,4773,3,3
356,4774,3,3
357,4775,2,2
358,4776,3,4
359,4777,3,4
