,essay_id,score,pred_score
0,13271,4,4
1,13272,2,3
2,13273,2,2
3,13274,1,2
4,13275,3,3
5,13276,3,3
6,13277,2,1
7,13278,2,2
8,13279,3,3
9,13280,3,4
10,13281,3,3
11,13282,3,3
12,13283,2,2
13,13284,2,2
14,13285,4,4
15,13286,3,3
16,13287,1,1
17,13288,2,2
18,13289,2,1
19,13290,3,3
20,13291,3,3
21,13292,3,3
22,13293,1,1
23,13294,3,3
24,13295,3,4
25,13296,0,1
26,13297,2,3
27,13298,2,2
28,13299,2,2
29,13300,3,3
30,13301,2,2
31,13302,3,2
32,13303,2,1
33,13304,3,3
34,13305,2,2
35,13306,4,3
36,13307,2,3
37,13308,1,1
38,13309,2,2
39,13310,2,1
40,13311,2,2
41,13312,2,2
42,13313,4,4
43,13314,3,3
44,13315,3,2
45,13316,2,2
46,13317,2,2
47,13318,2,3
48,13319,3,3
49,13320,1,1
50,13321,2,2
51,13322,2,3
52,13323,3,3
53,13324,2,2
54,13325,3,3
55,13326,1,1
56,13327,4,4
57,13328,2,2
58,13329,3,3
59,13330,4,4
60,13331,3,2
61,13332,1,2
62,13333,2,2
63,13334,4,4
64,13335,2,2
65,13336,1,2
66,13337,3,3
67,13338,2,2
68,13339,3,4
69,13340,0,1
70,13341,3,2
71,13342,3,3
72,13343,2,2
73,13344,3,3
74,13345,4,4
75,13346,3,3
76,13347,3,3
77,13348,3,2
78,13349,2,2
79,13350,1,3
80,13351,2,2
81,13352,1,2
82,13353,1,2
83,13354,3,3
84,13355,3,4
85,13356,2,3
86,13357,2,3
87,13358,2,2
88,13359,2,2
89,13360,2,3
90,13361,3,4
91,13362,2,2
92,13363,2,2
93,13364,3,3
94,13365,2,2
95,13366,1,1
96,13367,2,1
97,13368,2,2
98,13369,2,2
99,13370,1,1
100,13371,4,3
101,13372,2,3
102,13373,3,3
103,13374,3,4
104,13375,2,1
105,13376,4,4
106,13377,2,2
107,13378,3,4
108,13379,1,1
109,13380,1,1
110,13381,1,2
111,13382,2,2
112,13383,1,1
113,13384,1,1
114,13385,4,4
115,13386,4,4
116,13387,3,3
117,13388,2,2
118,13389,4,4
119,13390,3,3
120,13391,2,3
121,13392,1,1
122,13393,2,2
123,13394,4,4
124,13395,1,2
125,13396,2,2
126,13397,3,4
127,13398,3,3
128,13399,4,4
129,13400,1,2
130,13401,4,4
131,13402,3,2
132,13403,3,3
133,13404,2,3
134,13405,3,3
135,13406,1,1
136,13407,3,3
137,13408,3,3
138,13409,4,4
139,13410,3,4
140,13411,3,3
141,13412,2,2
142,13413,1,1
143,13414,1,1
144,13415,3,3
145,13416,4,4
146,13417,1,2
147,13418,3,3
148,13419,3,3
149,13420,0,2
150,13421,3,4
151,13422,2,3
152,13423,2,2
153,13424,2,2
154,13425,2,3
155,13426,2,2
156,13427,3,2
157,13428,2,3
158,13429,3,2
159,13430,4,4
160,13431,2,3
161,13432,3,2
162,13433,2,2
163,13434,3,3
164,13435,3,2
165,13436,1,1
166,13437,4,4
167,13438,3,3
168,13439,1,2
169,13440,2,2
170,13441,2,2
171,13442,3,3
172,13443,2,2
173,13444,3,3
174,13445,2,3
175,13446,1,1
176,13447,4,4
177,13448,1,1
178,13449,3,3
179,13450,2,2
180,13451,2,2
181,13452,1,1
182,13453,3,3
183,13454,3,4
184,13455,4,3
185,13456,4,4
186,13457,2,3
187,13458,4,4
188,13459,3,3
189,13460,1,1
190,13461,3,3
191,13462,4,4
192,13463,4,4
193,13464,4,4
194,13465,4,4
195,13466,2,3
196,13467,2,3
197,13468,0,1
198,13469,2,1
199,13470,3,4
200,13471,3,4
201,13472,3,3
202,13473,1,1
203,13474,1,1
204,13475,2,2
205,13476,2,2
206,13477,2,2
207,13478,1,1
208,13479,4,4
209,13480,3,4
210,13481,3,3
211,13482,3,3
212,13483,2,1
213,13484,3,4
214,13485,3,3
215,13486,2,1
216,13487,3,3
217,13488,3,2
218,13489,3,3
219,13490,4,4
220,13491,1,1
221,13492,2,2
222,13493,4,3
223,13494,2,1
224,13495,2,2
225,13496,1,1
226,13497,3,3
227,13498,3,3
228,13499,2,2
229,13500,2,2
230,13501,1,2
231,13502,3,4
232,13503,3,3
233,13504,3,3
234,13505,3,3
235,13506,1,1
236,13507,2,1
237,13508,2,3
238,13509,2,2
239,13510,1,1
240,13511,4,3
241,13512,2,3
242,13513,2,1
243,13514,3,4
244,13515,4,4
245,13516,3,3
246,13517,3,3
247,13518,3,3
248,13519,3,3
249,13520,3,3
250,13521,3,3
251,13522,2,3
252,13523,3,3
253,13524,3,4
254,13525,3,3
255,13526,2,2
256,13527,1,2
257,13528,4,4
258,13529,3,4
259,13530,4,4
260,13531,3,4
261,13532,3,4
262,13533,3,4
263,13534,2,2
264,13535,2,2
265,13536,1,2
266,13537,2,3
267,13538,2,3
268,13539,3,3
269,13540,4,4
270,13541,3,3
271,13542,2,2
272,13543,2,3
273,13544,2,3
274,13545,2,2
275,13546,3,3
276,13547,4,4
277,13548,1,2
278,13549,3,3
279,13550,2,2
280,13551,1,2
281,13552,3,3
282,13553,3,4
283,13554,2,2
284,13555,3,3
285,13556,2,2
286,13557,3,4
287,13558,3,3
288,13559,3,3
289,13560,2,2
290,13561,2,1
291,13562,2,2
292,13563,3,3
293,13564,1,1
294,13565,3,4
295,13566,3,3
296,13567,1,1
297,13568,2,1
298,13569,3,4
299,13570,3,3
300,13571,3,4
301,13572,2,2
302,13573,2,3
303,13574,3,2
304,13575,1,1
305,13576,1,1
306,13577,1,2
307,13578,3,3
308,13579,2,2
309,13580,3,3
310,13581,3,3
311,13582,3,3
312,13583,3,3
313,13584,4,4
314,13585,4,4
315,13586,4,4
316,13587,3,4
317,13588,2,2
318,13589,1,2
319,13590,2,2
320,13591,2,3
321,13592,3,3
322,13593,1,1
323,13594,3,3
324,13595,3,3
325,13596,2,2
326,13597,4,4
327,13598,4,4
328,13599,2,2
329,13600,2,2
330,13601,3,2
331,13602,2,3
332,13603,1,1
333,13604,2,2
334,13605,3,3
335,13606,3,3
336,13607,4,4
337,13608,2,2
338,13609,2,3
339,13610,2,2
340,13611,2,3
341,13612,2,2
342,13613,2,2
343,13614,2,3
344,13615,1,2
345,13616,2,2
346,13617,3,3
347,13618,2,3
348,13619,3,3
349,13620,4,3
350,13621,2,3
351,13622,2,2
352,13623,2,1
353,13624,2,3
354,13625,3,3
355,13626,3,3
356,13627,2,3
357,13628,0,1
358,13629,4,3
359,13630,3,3
360,13631,2,2
