,essay_id,score,pred_score
0,21444,30,33
1,21446,30,33
2,21447,36,33
3,21448,30,33
4,21449,32,33
5,21450,35,33
6,21451,45,33
7,21452,33,33
8,21453,36,33
9,21454,42,33
10,21456,39,40
11,21457,40,33
12,21458,40,33
13,21459,40,40
14,21460,32,33
15,21462,35,33
16,21463,25,33
17,21465,36,33
18,21467,45,33
19,21468,35,33
20,21470,36,33
21,21471,40,40
22,21472,33,33
23,21473,39,33
24,21475,40,33
25,21476,28,37
26,21477,28,37
27,21478,42,33
28,21479,31,33
29,21480,32,33
30,21481,40,33
31,21482,30,33
32,21483,41,33
33,21484,50,33
34,21485,36,33
35,21487,30,33
36,21488,41,33
37,21489,22,37
38,21490,50,40
39,21491,30,33
40,21494,40,40
41,21495,36,33
42,21500,37,33
43,21501,28,33
44,21502,38,33
45,21503,32,33
46,21505,40,33
47,21506,45,33
48,21507,36,33
49,21508,45,33
50,21509,30,33
51,21510,43,40
52,21511,37,33
53,21512,28,33
54,21513,37,33
55,21514,34,33
56,21515,36,33
57,21516,35,33
58,21517,32,33
59,21518,40,33
60,21519,37,33
61,21521,38,48
62,21522,40,33
63,21525,30,33
64,21526,40,33
65,21529,38,33
66,21530,46,33
67,21531,50,40
68,21532,50,33
69,21533,35,37
70,21535,35,40
71,21536,35,33
72,21537,33,33
73,21539,45,40
74,21540,45,40
75,21541,40,33
76,21542,40,33
77,21544,31,33
78,21545,36,33
79,21546,35,40
80,21547,42,40
81,21548,35,33
82,21549,30,33
83,21550,40,40
84,21552,33,33
85,21553,25,33
86,21554,31,33
87,21555,25,37
88,21556,44,41
89,21557,42,33
90,21558,38,41
91,21559,31,33
92,21560,44,41
93,21561,40,33
94,21563,46,33
95,21564,41,33
96,21566,37,40
97,21567,45,33
98,21568,40,33
99,21569,34,33
100,21570,31,33
101,21571,40,33
102,21573,35,33
103,21574,40,40
104,21575,30,33
105,21577,40,33
106,21578,32,33
107,21579,27,33
108,21581,36,33
109,21582,34,33
110,21584,30,40
111,21586,39,33
112,21587,30,33
113,21589,30,33
114,21592,40,33
115,21594,32,33
116,21595,36,33
117,21596,31,37
118,21598,30,33
119,21599,47,40
120,21601,40,33
121,21603,35,33
122,21604,33,33
123,21605,36,33
124,21606,36,33
125,21607,48,40
126,21608,40,33
127,21609,40,33
128,21610,40,40
129,21611,42,40
130,21613,40,40
131,21615,32,33
132,21617,36,33
133,21618,40,40
134,21619,10,37
135,21620,33,40
136,21621,44,33
137,21623,35,33
138,21624,30,33
139,21626,35,40
140,21628,32,33
141,21629,40,41
142,21630,40,33
143,21633,40,33
